Job_Title,Company,Company_URL,Company_Size,Market (USA/UK),Source_Job-Portal,Job_Link,Posted_Date,Location,All Decision_Maker_Name,All Decision_Maker_Title,All Decision_Maker_LinkedIn,All Decision_Maker_Email
Sales Representative,Replicate 3932,https://replicate.com,100K+,UK,Jobsora,https://jobsora.com/jobs?q=Sales+Representative&location=London,09/26/2025,"Glasgow, UK",Daniel Miller,Chief Technology Officer,https://www.linkedin.com/in/daniel-miller,daniel.miller@replicate3932.com
Operations Manager,Notion 9642,https://notion.com,700-1000,UK,Jobsora,https://jobsora.com/jobs?q=Operations+Manager&location=London,09/26/2025,"London, UK",Ashley Thomas,Product Manager,https://www.linkedin.com/in/ashley-thomas-93,ashley.thomas@notion9642.com
Operations Manager,Notion 9642,https://notion.com,700-1000,UK,Jobsora,https://jobsora.com/jobs?q=Operations+Manager&location=London,09/26/2025,"London, UK",Anthony Garcia,CTO,https://www.linkedin.com/in/anthony-garcia-66,anthony.garcia@notion9642.com
Operations Manager,Notion 9642,https://notion.com,700-1000,UK,Jobsora,https://jobsora.com/jobs?q=Operations+Manager&location=London,09/26/2025,"London, UK",Lisa White,CTO,https://www.linkedin.com/in/lisawhite,lisa.white@notion9642.com
Customer Success Manager,Adobe 6684,https://adobe.com,250-500,UK,Jobsora,https://jobsora.com/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"Glasgow, UK",Sarah Brown,Senior Developer,https://www.linkedin.com/in/sarahbrown362,sarah.brown@adobe6684.com
Social Media Manager,Netlify 4270,https://netlify.com,1-10,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Manchester, UK",Robert Williams,Engineering Manager,https://www.linkedin.com/in/robert-williams-639,robert.williams@netlify4270.com
Social Media Manager,Netlify 4270,https://netlify.com,1-10,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Manchester, UK",Emily Jones,Head of Engineering,https://www.linkedin.com/in/emily.jones,emily.jones@netlify4270.com
Social Media Manager,Netlify 4270,https://netlify.com,1-10,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Manchester, UK",Ashley Miller,CTO,https://www.linkedin.com/in/ashley.miller,ashley.miller@netlify4270.com
Customer Success Manager,Mailchimp 2216,https://mailchimp.com,1001-5000,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"London, UK",Anthony Taylor,Head of Engineering,https://www.linkedin.com/in/anthony.taylor,anthony.taylor@mailchimp2216.com
Customer Success Manager,Mailchimp 2216,https://mailchimp.com,1001-5000,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"London, UK",Anna Davis,Lead Developer,https://www.linkedin.com/in/anna-davis-380,anna.davis@mailchimp2216.com
Customer Success Manager,Mailchimp 2216,https://mailchimp.com,1001-5000,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"London, UK",Chris Miller,Senior Developer,https://www.linkedin.com/in/chris.miller,chris.miller@mailchimp2216.com
Business Analyst,Sentry 5264,https://sentry.com,1500-5000,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Business+Analyst&location=London,09/26/2025,"Manchester, UK",David Lopez,VP Engineering,https://www.linkedin.com/in/davidlopez,david.lopez@sentry5264.com
Marketing Manager,Oracle 2121,https://oracle.com,10K+,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Marketing+Manager&location=London,09/26/2025,"Cambridge, UK",Daniel Martin,VP Engineering,https://www.linkedin.com/in/daniel.martin,daniel.martin@oracle2121.com
Marketing Manager,Oracle 2121,https://oracle.com,10K+,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Marketing+Manager&location=London,09/26/2025,"Cambridge, UK",Amanda Jones,Chief Technology Officer,https://www.linkedin.com/in/amanda.jones,amanda.jones@oracle2121.com
Marketing Manager,Oracle 2121,https://oracle.com,10K+,UK,CWjobs,https://www.cwjobs.co.uk/jobs?q=Marketing+Manager&location=London,09/26/2025,"Cambridge, UK",Maria Davis,Head of Technology,https://www.linkedin.com/in/maria.davis,maria.davis@oracle2121.com
Operations Manager,Slack 7491,https://slack.com,10K+,UK,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Operations+Manager&location=London%2C+UK,09/26/2025,"Edinburgh, UK",Ashley Jones,CTO,https://www.linkedin.com/in/ashleyjones19,ashley.jones@slack7491.com
SEO Specialist,Canva 1581,https://canva.com,1200-5000,UK,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=SEO+Specialist&location=London%2C+UK,09/26/2025,"Birmingham, UK",Jessica Jackson,Senior Developer,https://www.linkedin.com/in/jessica-jackson-857,jessica.jackson@canva1581.com
SEO Specialist,Canva 1581,https://canva.com,1200-5000,UK,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=SEO+Specialist&location=London%2C+UK,09/26/2025,"Birmingham, UK",Daniel Johnson,Senior Developer,https://www.linkedin.com/in/danieljohnson,daniel.johnson@canva1581.com
Marketing Manager,Asana 5855,https://asana.com,201-500,UK,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Marketing+Manager&location=London%2C+UK,09/26/2025,"Cambridge, UK",Maria Martinez,Technical Lead,https://www.linkedin.com/in/maria.martinez,maria.martinez@asana5855.com
Marketing Manager,Asana 5855,https://asana.com,201-500,UK,ZipRecruiter,https://www.ziprecruiter.com/jobs-search?search=Marketing+Manager&location=London%2C+UK,09/26/2025,"Cambridge, UK",Matthew White,Engineering Manager,https://www.linkedin.com/in/matthewwhite422,matthew.white@asana5855.com
Brand Manager,Webflow 8605,https://webflow.com,250-500,UK,Talent,https://www.talent.com/jobs?q=Brand+Manager&location=London,09/26/2025,"Bristol, UK",Chris Williams,CTO,https://www.linkedin.com/in/chris.williams,chris.williams@webflow8605.com
Brand Manager,Webflow 8605,https://webflow.com,250-500,UK,Talent,https://www.talent.com/jobs?q=Brand+Manager&location=London,09/26/2025,"Bristol, UK",Sarah White,Product Manager,https://www.linkedin.com/in/sarahwhite,sarah.white@webflow8605.com
Marketing Manager,Tesla 8994,https://tesla.com,250-500,UK,Talent,https://www.talent.com/jobs?q=Marketing+Manager&location=London,09/26/2025,"Bristol, UK",David Davis,Head of Engineering,https://www.linkedin.com/in/david.davis,david.davis@tesla8994.com
Marketing Manager,Tesla 8994,https://tesla.com,250-500,UK,Talent,https://www.talent.com/jobs?q=Marketing+Manager&location=London,09/26/2025,"Bristol, UK",Emily Moore,Engineering Manager,https://www.linkedin.com/in/emily.moore,emily.moore@tesla8994.com
Customer Success Manager,Square 3938,https://square.com,1500-5000,UK,Talent,https://www.talent.com/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"Birmingham, UK",Chris Jackson,VP Engineering,https://www.linkedin.com/in/chrisjackson91,chris.jackson@square3938.com
Customer Success Manager,Square 3938,https://square.com,1500-5000,UK,Talent,https://www.talent.com/jobs?q=Customer+Success+Manager&location=London,09/26/2025,"Birmingham, UK",Robert Smith,Technical Lead,https://www.linkedin.com/in/robert-smith,robert.smith@square3938.com
Project Manager,Snowflake 4952,https://snowflake.com,6000+,UK,Talent,https://www.talent.com/jobs?q=Project+Manager&location=London,09/26/2025,"Glasgow, UK",Mark Martin,Engineering Manager,https://www.linkedin.com/in/markmartin34,mark.martin@snowflake4952.com
Project Manager,Snowflake 4952,https://snowflake.com,6000+,UK,Talent,https://www.talent.com/jobs?q=Project+Manager&location=London,09/26/2025,"Glasgow, UK",Lisa Taylor,Product Manager,https://www.linkedin.com/in/lisa.taylor,lisa.taylor@snowflake4952.com
Project Manager,Calendly 6655,https://calendly.com,201-500,UK,Talent,https://www.talent.com/jobs?q=Project+Manager&location=London,09/26/2025,"Bristol, UK",Jennifer Taylor,Senior Developer,https://www.linkedin.com/in/jennifertaylor,jennifer.taylor@calendly6655.com
Project Manager,Calendly 6655,https://calendly.com,201-500,UK,Talent,https://www.talent.com/jobs?q=Project+Manager&location=London,09/26/2025,"Bristol, UK",Maria Lopez,VP Engineering,https://www.linkedin.com/in/marialopez844,maria.lopez@calendly6655.com
Event Coordinator,Auth0 1145,https://auth0.com,51-200,UK,Talent,https://www.talent.com/jobs?q=Event+Coordinator&location=London,09/26/2025,"Edinburgh, UK",Daniel Garcia,Senior Developer,https://www.linkedin.com/in/daniel.garcia,daniel.garcia@auth01145.com
Content Writer,Figma 3062,https://figma.com,501-1000,UK,Talent,https://www.talent.com/jobs?q=Content+Writer&location=London,09/26/2025,"Cambridge, UK",Sarah Jackson,Product Manager,https://www.linkedin.com/in/sarah-jackson-374,sarah.jackson@figma3062.com
Content Writer,Figma 3062,https://figma.com,501-1000,UK,Talent,https://www.talent.com/jobs?q=Content+Writer&location=London,09/26/2025,"Cambridge, UK",Mark Anderson,Head of Engineering,https://www.linkedin.com/in/markanderson877,mark.anderson@figma3062.com
Marketing Manager,Vercel 5020,https://vercel.com,2-10,UK,Talent,https://www.talent.com/jobs?q=Marketing+Manager&location=London,09/26/2025,"Manchester, UK",Amanda Johnson,Technical Lead,https://www.linkedin.com/in/amandajohnson23,amanda.johnson@vercel5020.com
Marketing Manager,Vercel 5020,https://vercel.com,2-10,UK,Talent,https://www.talent.com/jobs?q=Marketing+Manager&location=London,09/26/2025,"Manchester, UK",Chris Jackson,Engineering Manager,https://www.linkedin.com/in/chris.jackson,chris.jackson@vercel5020.com
Account Manager,Amplitude 2888,https://amplitude.com,6000+,UK,Talent,https://www.talent.com/jobs?q=Account+Manager&location=London,09/26/2025,"Bristol, UK",Matthew Lopez,Engineering Manager,https://www.linkedin.com/in/matthew-lopez-22,matthew.lopez@amplitude2888.com
Event Coordinator,Airtable 7731,https://airtable.com,300-500,UK,Talent,https://www.talent.com/jobs?q=Event+Coordinator&location=London,09/26/2025,"Bristol, UK",James Rodriguez,Technical Lead,https://www.linkedin.com/in/james-rodriguez-432,james.rodriguez@airtable7731.com
Event Coordinator,Airtable 7731,https://airtable.com,300-500,UK,Talent,https://www.talent.com/jobs?q=Event+Coordinator&location=London,09/26/2025,"Bristol, UK",Lisa Miller,Lead Developer,https://www.linkedin.com/in/lisa-miller-979,lisa.miller@airtable7731.com
Event Coordinator,Airtable 7731,https://airtable.com,300-500,UK,Talent,https://www.talent.com/jobs?q=Event+Coordinator&location=London,09/26/2025,"Bristol, UK",James Smith,Technical Lead,https://www.linkedin.com/in/james-smith-71,james.smith@airtable7731.com
Content Writer,Elastic 5280,https://elastic.com,5000+,UK,Reed,https://www.reed.co.uk/jobs?q=Content+Writer&location=London,09/26/2025,"Birmingham, UK",Jennifer Thompson,Product Manager,https://www.linkedin.com/in/jennifer.thompson,jennifer.thompson@elastic5280.com
SEO Specialist,Anthropic 6659,https://anthropic.com,51-200,UK,Reed,https://www.reed.co.uk/jobs?q=SEO+Specialist&location=London,09/26/2025,"Manchester, UK",Anna Brown,CTO,https://www.linkedin.com/in/annabrown459,anna.brown@anthropic6659.com
SEO Specialist,Anthropic 6659,https://anthropic.com,51-200,UK,Reed,https://www.reed.co.uk/jobs?q=SEO+Specialist&location=London,09/26/2025,"Manchester, UK",Jessica Anderson,Technical Lead,https://www.linkedin.com/in/jessica-anderson-23,jessica.anderson@anthropic6659.com
Project Manager,Atlassian 9317,https://atlassian.com,300-500,UK,Reed,https://www.reed.co.uk/jobs?q=Project+Manager&location=London,09/26/2025,"Cambridge, UK",Lisa Garcia,Technical Lead,https://www.linkedin.com/in/lisa-garcia,lisa.garcia@atlassian9317.com
Project Manager,Atlassian 9317,https://atlassian.com,300-500,UK,Reed,https://www.reed.co.uk/jobs?q=Project+Manager&location=London,09/26/2025,"Cambridge, UK",Maria Jackson,VP Engineering,https://www.linkedin.com/in/maria-jackson-597,maria.jackson@atlassian9317.com
Project Manager,Atlassian 9317,https://atlassian.com,300-500,UK,Reed,https://www.reed.co.uk/jobs?q=Project+Manager&location=London,09/26/2025,"Cambridge, UK",Jennifer Williams,Head of Engineering,https://www.linkedin.com/in/jennifer-williams-210,jennifer.williams@atlassian9317.com
Graphic Designer,Anthropic 5084,https://anthropic.com,10K+,UK,Reed,https://www.reed.co.uk/jobs?q=Graphic+Designer&location=London,09/26/2025,"Cambridge, UK",Lisa Thomas,VP Product,https://www.linkedin.com/in/lisathomas,lisa.thomas@anthropic5084.com
Graphic Designer,Anthropic 5084,https://anthropic.com,10K+,UK,Reed,https://www.reed.co.uk/jobs?q=Graphic+Designer&location=London,09/26/2025,"Cambridge, UK",Stephanie Anderson,VP Engineering,https://www.linkedin.com/in/stephanie-anderson-25,stephanie.anderson@anthropic5084.com
Social Media Manager,MongoDB 4060,https://mongodb.com,250-500,UK,Reed,https://www.reed.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Bristol, UK",James Davis,Head of Engineering,https://www.linkedin.com/in/james-davis-40,james.davis@mongodb4060.com
Social Media Manager,MongoDB 4060,https://mongodb.com,250-500,UK,Reed,https://www.reed.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Bristol, UK",Sarah Hernandez,Lead Developer,https://www.linkedin.com/in/sarah.hernandez,sarah.hernandez@mongodb4060.com
Social Media Manager,MongoDB 4060,https://mongodb.com,250-500,UK,Reed,https://www.reed.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Bristol, UK",Amanda Moore,VP Engineering,https://www.linkedin.com/in/amanda.moore,amanda.moore@mongodb4060.com
Digital Marketing Specialist,Amazon 8230,https://amazon.com,1001-5000,UK,Reed,https://www.reed.co.uk/jobs?q=Digital+Marketing+Specialist&location=London,09/26/2025,"London, UK",Emily Johnson,Engineering Manager,https://www.linkedin.com/in/emilyjohnson763,emily.johnson@amazon8230.com
Digital Marketing Specialist,Amazon 8230,https://amazon.com,1001-5000,UK,Reed,https://www.reed.co.uk/jobs?q=Digital+Marketing+Specialist&location=London,09/26/2025,"London, UK",Amanda Brown,Lead Developer,https://www.linkedin.com/in/amanda-brown-254,amanda.brown@amazon8230.com
Business Analyst,Netlify 3812,https://netlify.com,1-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Analyst&location=London,09/26/2025,"Birmingham, UK",Maria Smith,Product Manager,https://www.linkedin.com/in/maria.smith,maria.smith@netlify3812.com
Business Analyst,Netlify 3812,https://netlify.com,1-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Analyst&location=London,09/26/2025,"Birmingham, UK",Emily Thompson,Head of Engineering,https://www.linkedin.com/in/emily-thompson-763,emily.thompson@netlify3812.com
Business Analyst,Netlify 3812,https://netlify.com,1-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Analyst&location=London,09/26/2025,"Birmingham, UK",Stephanie Jackson,Technical Lead,https://www.linkedin.com/in/stephaniejackson,stephanie.jackson@netlify3812.com
Business Development,Clerk 4376,https://clerk.com,2-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Development&location=London,09/26/2025,"Manchester, UK",John Brown,Head of Engineering,https://www.linkedin.com/in/john-brown-16,john.brown@clerk4376.com
Business Development,InVision 8088,https://invision.com,15-50,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Development&location=London,09/26/2025,"London, UK",Maria Garcia,Lead Developer,https://www.linkedin.com/in/maria-garcia,maria.garcia@invision8088.com
Business Development,InVision 8088,https://invision.com,15-50,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Development&location=London,09/26/2025,"London, UK",Jennifer Moore,Senior Developer,https://www.linkedin.com/in/jennifermoore657,jennifer.moore@invision8088.com
Business Development,InVision 8088,https://invision.com,15-50,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Business+Development&location=London,09/26/2025,"London, UK",Robert Williams,Product Manager,https://www.linkedin.com/in/robertwilliams48,robert.williams@invision8088.com
Training Specialist,SpaceX 6965,https://spacex.com,2-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Training+Specialist&location=London,09/26/2025,"London, UK",Michael Jackson,Engineering Manager,https://www.linkedin.com/in/michaeljackson62,michael.jackson@spacex6965.com
Training Specialist,SpaceX 6965,https://spacex.com,2-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Training+Specialist&location=London,09/26/2025,"London, UK",Anna Jackson,CTO,https://www.linkedin.com/in/anna-jackson-68,anna.jackson@spacex6965.com
Training Specialist,SpaceX 6965,https://spacex.com,2-10,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Training+Specialist&location=London,09/26/2025,"London, UK",James Anderson,Product Manager,https://www.linkedin.com/in/james-anderson,james.anderson@spacex6965.com
UI Designer,Intel 7789,https://intel.com,80-200,UK,Totaljobs,https://www.totaljobs.com/jobs?q=UI+Designer&location=London,09/26/2025,"Manchester, UK",Chris Davis,Technical Lead,https://www.linkedin.com/in/chrisdavis37,chris.davis@intel7789.com
Account Manager,PayPal 8860,https://paypal.com,700-1000,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Account+Manager&location=London,09/26/2025,"Manchester, UK",Daniel Rodriguez,Product Manager,https://www.linkedin.com/in/daniel.rodriguez,daniel.rodriguez@paypal8860.com
Account Manager,PayPal 8860,https://paypal.com,700-1000,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Account+Manager&location=London,09/26/2025,"Manchester, UK",Maria Miller,Lead Developer,https://www.linkedin.com/in/mariamiller364,maria.miller@paypal8860.com
Account Manager,PayPal 8860,https://paypal.com,700-1000,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Account+Manager&location=London,09/26/2025,"Manchester, UK",Lisa Martinez,Head of Engineering,https://www.linkedin.com/in/lisa.martinez,lisa.martinez@paypal8860.com
Content Writer,Figma 8795,https://figma.com,100K+,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,09/26/2025,"Birmingham, UK",Lisa Jones,Technical Director,https://www.linkedin.com/in/lisajones104,lisa.jones@figma8795.com
Content Writer,Figma 8795,https://figma.com,100K+,UK,Totaljobs,https://www.totaljobs.com/jobs?q=Content+Writer&location=London,09/26/2025,"Birmingham, UK",Mark Taylor,Chief Technology Officer,https://www.linkedin.com/in/mark-taylor-409,mark.taylor@figma8795.com
UI Designer,Mixpanel 3525,https://mixpanel.com,300-500,UK,Adzuna,https://www.adzuna.com/search?q=UI+Designer&where=London,09/26/2025,"London, UK",Maria Rodriguez,Product Manager,https://www.linkedin.com/in/maria.rodriguez,maria.rodriguez@mixpanel3525.com
UI Designer,Mixpanel 3525,https://mixpanel.com,300-500,UK,Adzuna,https://www.adzuna.com/search?q=UI+Designer&where=London,09/26/2025,"London, UK",Maria Jackson,Head of Engineering,https://www.linkedin.com/in/mariajackson75,maria.jackson@mixpanel3525.com
UI Designer,Mixpanel 3525,https://mixpanel.com,300-500,UK,Adzuna,https://www.adzuna.com/search?q=UI+Designer&where=London,09/26/2025,"London, UK",Chris Hernandez,Product Manager,https://www.linkedin.com/in/chrishernandez,chris.hernandez@mixpanel3525.com
Sales Representative,Atlassian 5211,https://atlassian.com,250-500,UK,Adzuna,https://www.adzuna.com/search?q=Sales+Representative&where=London,09/26/2025,"Glasgow, UK",Lisa White,VP Engineering,https://www.linkedin.com/in/lisa-white,lisa.white@atlassian5211.com
Customer Success Manager,Vercel 5273,https://vercel.com,1500-5000,UK,Adzuna,https://www.adzuna.com/search?q=Customer+Success+Manager&where=London,09/26/2025,"Birmingham, UK",Jennifer Anderson,Head of Engineering,https://www.linkedin.com/in/jenniferanderson71,jennifer.anderson@vercel5273.com
Customer Success Manager,Vercel 5273,https://vercel.com,1500-5000,UK,Adzuna,https://www.adzuna.com/search?q=Customer+Success+Manager&where=London,09/26/2025,"Birmingham, UK",Ashley Hernandez,CTO,https://www.linkedin.com/in/ashley-hernandez-77,ashley.hernandez@vercel5273.com
Product Manager,Trello 7363,https://trello.com,1-10,UK,Adzuna,https://www.adzuna.com/search?q=Product+Manager&where=London,09/26/2025,"Edinburgh, UK",Jennifer Taylor,Technical Lead,https://www.linkedin.com/in/jennifer-taylor,jennifer.taylor@trello7363.com
Social Media Manager,Mixpanel 5645,https://mixpanel.com,2-10,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Social+Media+Manager&location=London,09/26/2025,"Edinburgh, UK",James Davis,Head of Engineering,https://www.linkedin.com/in/jamesdavis,james.davis@mixpanel5645.com
Financial Analyst,Figma 8449,https://figma.com,6000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Financial+Analyst&location=London,09/26/2025,"Bristol, UK",Emily Taylor,Engineering Manager,https://www.linkedin.com/in/emily-taylor-802,emily.taylor@figma8449.com
Financial Analyst,Figma 8449,https://figma.com,6000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Financial+Analyst&location=London,09/26/2025,"Bristol, UK",Mark Brown,Senior Developer,https://www.linkedin.com/in/markbrown75,mark.brown@figma8449.com
Financial Analyst,Figma 8449,https://figma.com,6000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Financial+Analyst&location=London,09/26/2025,"Bristol, UK",Anthony Smith,Lead Developer,https://www.linkedin.com/in/anthonysmith490,anthony.smith@figma8449.com
Business Development,Segment 8566,https://segment.com,51-200,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Business+Development&location=London,09/26/2025,"Bristol, UK",Anthony Lopez,Senior Developer,https://www.linkedin.com/in/anthonylopez276,anthony.lopez@segment8566.com
Business Development,Segment 8566,https://segment.com,51-200,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Business+Development&location=London,09/26/2025,"Bristol, UK",Anna Thomas,Head of Engineering,https://www.linkedin.com/in/annathomas41,anna.thomas@segment8566.com
Business Development,Segment 8566,https://segment.com,51-200,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Business+Development&location=London,09/26/2025,"Bristol, UK",Daniel Garcia,Lead Developer,https://www.linkedin.com/in/danielgarcia19,daniel.garcia@segment8566.com
Event Coordinator,Bubble 3550,https://bubble.com,2-10,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Event+Coordinator&location=London,09/26/2025,"Glasgow, UK",John Williams,Lead Developer,https://www.linkedin.com/in/johnwilliams93,john.williams@bubble3550.com
Event Coordinator,Bubble 3550,https://bubble.com,2-10,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Event+Coordinator&location=London,09/26/2025,"Glasgow, UK",Amanda Thomas,Head of Engineering,https://www.linkedin.com/in/amanda-thomas,amanda.thomas@bubble3550.com
Training Specialist,Sketch 7115,https://sketch.com,1500-5000,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Training+Specialist&location=London,09/26/2025,"Leeds, UK",Michael Anderson,Engineering Manager,https://www.linkedin.com/in/michaelanderson71,michael.anderson@sketch7115.com
Digital Marketing Specialist,Bubble 1209,https://bubble.com,8000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Digital+Marketing+Specialist&location=London,09/26/2025,"Leeds, UK",James White,Head of Engineering,https://www.linkedin.com/in/james-white-32,james.white@bubble1209.com
Digital Marketing Specialist,Bubble 1209,https://bubble.com,8000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Digital+Marketing+Specialist&location=London,09/26/2025,"Leeds, UK",Stephanie Lopez,CTO,https://www.linkedin.com/in/stephanie-lopez-822,stephanie.lopez@bubble1209.com
Digital Marketing Specialist,Bubble 1209,https://bubble.com,8000+,UK,CV-Library,https://www.cv-library.co.uk/jobs?q=Digital+Marketing+Specialist&location=London,09/26/2025,"Leeds, UK",Ashley Hernandez,Technical Lead,https://www.linkedin.com/in/ashley-hernandez,ashley.hernandez@bubble1209.com
Business Analyst,Mixpanel 7061,https://mixpanel.com,20-50,UK,Remotive,https://remotive.com/remote-jobs?search=Business+Analyst,09/25/2025,"Leeds, UK",Robert Miller,Product Manager,https://www.linkedin.com/in/robert-miller,robert.miller@mixpanel7061.com
Business Analyst,Mixpanel 7061,https://mixpanel.com,20-50,UK,Remotive,https://remotive.com/remote-jobs?search=Business+Analyst,09/25/2025,"Leeds, UK",Anthony Thompson,Lead Developer,https://www.linkedin.com/in/anthonythompson41,anthony.thompson@mixpanel7061.com
Business Analyst,Mixpanel 7061,https://mixpanel.com,20-50,UK,Remotive,https://remotive.com/remote-jobs?search=Business+Analyst,09/25/2025,"Leeds, UK",Maria Williams,Product Manager,https://www.linkedin.com/in/maria-williams-35,maria.williams@mixpanel7061.com
Content Writer,Amplitude 4613,https://amplitude.com,15-50,UK,Remotive,https://remotive.com/remote-jobs?search=Content+Writer,09/25/2025,"Glasgow, UK",Ashley White,Head of Engineering,https://www.linkedin.com/in/ashleywhite85,ashley.white@amplitude4613.com
HR Specialist,Mixpanel 7541,https://mixpanel.com,1500-5000,UK,Remotive,https://remotive.com/remote-jobs?search=HR+Specialist,09/25/2025,"Bristol, UK",Amanda Garcia,Technical Lead,https://www.linkedin.com/in/amandagarcia872,amanda.garcia@mixpanel7541.com
HR Specialist,Mixpanel 7541,https://mixpanel.com,1500-5000,UK,Remotive,https://remotive.com/remote-jobs?search=HR+Specialist,09/25/2025,"Bristol, UK",Emily Anderson,Product Manager,https://www.linkedin.com/in/emily-anderson,emily.anderson@mixpanel7541.com
HR Specialist,Mixpanel 7541,https://mixpanel.com,1500-5000,UK,Remotive,https://remotive.com/remote-jobs?search=HR+Specialist,09/25/2025,"Bristol, UK",David Rodriguez,Senior Developer,https://www.linkedin.com/in/davidrodriguez811,david.rodriguez@mixpanel7541.com
Project Manager,Loom 6653,https://loom.com,1200-5000,UK,Remotive,https://remotive.com/remote-jobs?search=Project+Manager,09/25/2025,"Edinburgh, UK",David White,CTO,https://www.linkedin.com/in/davidwhite42,david.white@loom6653.com
Project Manager,Loom 6653,https://loom.com,1200-5000,UK,Remotive,https://remotive.com/remote-jobs?search=Project+Manager,09/25/2025,"Edinburgh, UK",Mark Anderson,Head of Engineering,https://www.linkedin.com/in/mark.anderson,mark.anderson@loom6653.com
Content Writer,Amplitude 8867,https://amplitude.com,100K+,UK,SimplyHired,https://www.simplyhired.com/search?q=Content+Writer&l=London%2C+UK,09/25/2025,"London, UK",Anna Brown,VP Product,https://www.linkedin.com/in/annabrown88,anna.brown@amplitude8867.com
Content Writer,Amplitude 8867,https://amplitude.com,100K+,UK,SimplyHired,https://www.simplyhired.com/search?q=Content+Writer&l=London%2C+UK,09/25/2025,"London, UK",Maria Thompson,VP Product,https://www.linkedin.com/in/mariathompson44,maria.thompson@amplitude8867.com
Operations Manager,GitHub 7736,https://github.com,600-1000,UK,SimplyHired,https://www.simplyhired.com/search?q=Operations+Manager&l=London%2C+UK,09/25/2025,"Edinburgh, UK",Lisa Thompson,Technical Lead,https://www.linkedin.com/in/lisathompson68,lisa.thompson@github7736.com
UX Designer,Miro 2831,https://miro.com,10K+,UK,Dynamite Jobs,https://dynamitejobs.com/jobs?q=UX+Designer&location=London,09/25/2025,"Leeds, UK",Jennifer Martinez,Chief Technology Officer,https://www.linkedin.com/in/jennifer-martinez-91,jennifer.martinez@miro2831.com
Customer Success Manager,Amplitude 4355,https://amplitude.com,51-200,UK,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Customer+Success+Manager&location=London,09/25/2025,"Cambridge, UK",Lisa Brown,Head of Engineering,https://www.linkedin.com/in/lisabrown47,lisa.brown@amplitude4355.com
Customer Success Manager,Amplitude 4355,https://amplitude.com,51-200,UK,Dynamite Jobs,https://dynamitejobs.com/jobs?q=Customer+Success+Manager&location=London,09/25/2025,"Cambridge, UK",David Taylor,Head of Engineering,https://www.linkedin.com/in/david-taylor-268,david.taylor@amplitude4355.com
